article_count,num_mentions_sum,num_sources_sum,num_articles_sum,avg_tone,std_tone,avg_goldstein,avg_severity,max_severity,conflict_ratio,conflict_event_ratio,root_event_ratio,sig_amplifier,sig_precursor,sig_propagation,sig_response,sig_trigger,cat_economic,cat_geopolitical,cat_labor,cat_port,cat_trade_policy,prop_local,prop_regional,prop_global,article_count_r7,article_count_r14,article_count_wow,num_mentions_sum_r7,num_mentions_sum_r14,num_mentions_sum_wow,num_sources_sum_r7,num_sources_sum_r14,num_sources_sum_wow,num_articles_sum_r7,num_articles_sum_r14,num_articles_sum_wow,avg_tone_r7,avg_tone_r14,avg_tone_wow,std_tone_r7,std_tone_r14,std_tone_wow,avg_goldstein_r7,avg_goldstein_r14,avg_goldstein_wow,avg_severity_r7,avg_severity_r14,avg_severity_wow,max_severity_r7,max_severity_r14,max_severity_wow,conflict_ratio_r7,conflict_ratio_r14,conflict_ratio_wow,conflict_event_ratio_r7,conflict_event_ratio_r14,conflict_event_ratio_wow,root_event_ratio_r7,root_event_ratio_r14,root_event_ratio_wow,sig_amplifier_r7,sig_amplifier_r14,sig_amplifier_wow,sig_precursor_r7,sig_precursor_r14,sig_precursor_wow,sig_propagation_r7,sig_propagation_r14,sig_propagation_wow,sig_response_r7,sig_response_r14,sig_response_wow,sig_trigger_r7,sig_trigger_r14,sig_trigger_wow,cat_economic_r7,cat_economic_r14,cat_economic_wow,cat_geopolitical_r7,cat_geopolitical_r14,cat_geopolitical_wow,cat_labor_r7,cat_labor_r14,cat_labor_wow,cat_port_r7,cat_port_r14,cat_port_wow,cat_trade_policy_r7,cat_trade_policy_r14,cat_trade_policy_wow,prop_local_r7,prop_local_r14,prop_local_wow,prop_regional_r7,prop_regional_r14,prop_regional_wow,prop_global_r7,prop_global_r14,prop_global_wow,label,is_synthetic
182.0,958.0,184.0,934.0,-2.5025,4.3907,-5.0626,4.0,4.0,0.8132,1.0,0.0879,0.0,0.0,0.0,0.0,1.0,0.0,0.2857,0.0989,0.033,0.5824,0.3516,0.6044,0.044,182.0,179.0,0.03409090909090917,958.0,929.0,0.06444444444444453,184.0,180.0,0.045454545454545414,934.0,883.0,0.12259615384615374,-2.5025,-3.5749999999999993,-0.46153846153846156,4.3907,3.7634499999999997,0.40000637714431475,-5.0626,-5.15855,-0.03652107717194797,4.0,4.0057,-0.0028419005833375532,4.0,4.5,-0.19999999999999996,0.8132,0.8725,-0.12728053230306924,1.0,1.0,0.0,0.0879,0.04965000000000001,6.710526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0057,-1.0,0.2857,0.26785000000000003,0.14280000000000004,0.0989,0.14035000000000006,-0.45599559955995594,0.033,0.0165,0.0,0.5824,0.5695999999999999,0.04597701149425304,0.3516,0.37465000000000004,-0.11591651998994212,0.6044,0.5976499999999998,0.022846505330851308,0.044,0.02769999999999999,2.859649122807017,0,0
250.0,1114.0,256.0,1074.0,-4.2564,3.7711,-4.9168,4.0,4.0,0.888,1.0,0.024,0.0,0.0,0.0,0.0,1.0,0.0,0.224,0.016,0.032,0.728,0.392,0.592,0.016,250.0,216.0,0.37362637362637363,1114.0,1036.0,0.16283924843423803,256.0,220.0,0.3913043478260869,1074.0,1004.0,0.1498929336188437,-4.2564,-3.379449999999999,0.7008591408591409,3.7711,4.0809,-0.14111645067984602,-4.9168,-4.9897,-0.028799431122348063,4.0,4.0,0.0,4.0,4.0,0.0,0.888,0.8506,0.09198229217904563,1.0,1.0,0.0,0.024,0.05595,-0.7269624573378839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.224,0.25485,-0.21596079803990198,0.016,0.05745000000000004,-0.8382204246713852,0.032,0.0325,-0.030303030303030276,0.728,0.6551999999999998,0.25,0.392,0.3718,0.11490329920364051,0.592,0.5981999999999998,-0.0205162144275316,0.016,0.02999999999999999,-0.6363636363636364,0,0
170.0,796.0,174.0,764.0,-3.9849,3.5801,-5.1365,4.0235,5.0,0.9059,1.0,0.0588,0.0,0.0,0.0,0.0,1.0,0.0,0.2235,0.1176,0.0235,0.6353,0.4353,0.5294,0.0353,170.0,210.0,-0.31999999999999995,796.0,955.0,-0.2854578096947935,174.0,215.0,-0.3203125,764.0,919.0,-0.2886405959031657,-3.9849,-4.120649999999999,-0.06378629828023685,3.5801,3.6756,-0.05064835193975237,-5.1365,-5.02665,0.04468353400585734,4.0235,4.01175,0.005875000000000075,5.0,4.5,0.25,0.9059,0.89695,0.020157657657657646,1.0,1.0,0.0,0.0588,0.0414,1.4499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2235,0.22375,-0.0022321428571429047,0.1176,0.06680000000000004,6.35,0.0235,0.02775,-0.265625,0.6353,0.6816499999999999,-0.12733516483516483,0.4353,0.41365,0.11045918367346941,0.5294,0.5606999999999998,-0.10574324324324325,0.0353,0.02564999999999999,1.2062499999999998,0,0
100.0,538.0,114.0,530.0,-4.3131,3.1701,-5.06,4.0,4.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.12,0.0,0.68,0.42,0.54,0.04,100.0,135.0,-0.4117647058823529,538.0,667.0,-0.3241206030150754,114.0,144.0,-0.3448275862068966,530.0,647.0,-0.30628272251308897,-4.3131,-4.148999999999999,0.08236091244447796,3.1701,3.3750999999999998,-0.11452194072791255,-5.06,-5.09825,-0.014893409909471522,4.0,4.01175,-0.005840685969926707,4.0,4.5,-0.19999999999999996,0.94,0.9229499999999999,0.03764212385472998,1.0,1.0,0.0,0.0,0.0294,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.21175,-0.10514541387024601,0.12,0.11880000000000004,0.020408163265306145,0.0,0.01175,-1.0,0.68,0.6576499999999998,0.07036045962537396,0.42,0.42765,-0.035148173673328786,0.54,0.5346999999999997,0.02002266717038159,0.04,0.03764999999999999,0.1331444759206799,0,0
8.0,32.0,8.0,32.0,-1.2265,4.837,-4.85,4.0,4.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.0,8.0,54.0,-0.92,32.0,285.0,-0.9405204460966543,8.0,61.0,-0.9298245614035088,32.0,281.0,-0.939622641509434,-1.2265,-2.769799999999999,-0.7156337668962001,4.837,4.00355,0.5258193747831297,-4.85,-4.955,-0.04150197628458496,4.0,4.0,0.0,4.0,4.0,0.0,0.25,0.595,-0.7340425531914894,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.22499999999999998,0.25,0.0,0.06000000000000004,-1.0,0.0,0.0,0.0,0.75,0.7149999999999999,0.10294117647058809,0.25,0.33499999999999996,-0.40476190476190477,0.75,0.6449999999999998,0.38888888888888884,0.0,0.01999999999999999,-1.0,1,0
2.0,20.0,2.0,20.0,0.9524,0.0,-5.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,-0.75,20.0,26.0,-0.375,2.0,5.0,-0.75,20.0,26.0,-0.375,0.9524,-0.13704999999999906,-1.7765185487158583,0.0,2.4185,-1.0,-5.0,-4.925,0.030927835051546504,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.125,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8749999999999998,0.33333333333333326,0.0,0.125,-1.0,1.0,0.8749999999999998,0.33333333333333326,0.0,0.0,0.0,1,0
10.0,28.0,10.0,28.0,-1.8595,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,0.4,0.0,10.0,6.0,4.0,28.0,24.0,0.3999999999999999,10.0,6.0,4.0,28.0,24.0,0.3999999999999999,-1.8595,-0.45354999999999907,-2.9524359512809744,0.0,0.0,0.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.3,0.0,0.4,0.6999999999999997,-0.6,0.0,0.0,0.0,1,0
2.0,16.0,2.0,16.0,-0.6378,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,16.0,16.0,0.0,-0.6378,-0.6378,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
6.0,48.0,6.0,48.0,-5.0036,1.3399,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,4.0,2.0,48.0,32.0,2.0,6.0,4.0,2.0,48.0,32.0,2.0,-5.0036,-2.8207,6.845092505487613,1.3399,0.66995,0.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
16.0,98.0,18.0,98.0,-7.4909,7.4274,-5.225,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.5,0.375,0.625,0.0,16.0,11.0,1.6666666666666665,98.0,73.0,1.0416666666666665,18.0,12.0,2.0,98.0,73.0,1.0416666666666665,-7.4909,-6.247249999999999,0.4971020864977218,7.4274,4.383649999999999,4.543249496231061,-5.225,-5.1125,0.04499999999999993,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.5,0.75,-0.5,0.375,0.1875,0.0,0.625,0.8125,-0.375,0.0,0.0,0.0,0,0
22.0,96.0,22.0,96.0,-3.6371,2.3697,-5.2,4.0909,5.0,0.9091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2727,0.0,0.0909,0.6364,0.5455,0.4545,0.0,22.0,19.0,0.375,96.0,97.0,-0.020408163265306145,22.0,20.0,0.22222222222222232,96.0,97.0,-0.020408163265306145,-3.6371,-5.564,-0.5144642165827871,2.3697,4.89855,-0.6809516116002908,-5.2,-5.2125,-0.004784688995215225,4.0909,4.045450000000001,0.022725000000000106,5.0,4.5,0.25,0.9091,0.95455,-0.09089999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2727,0.26134999999999997,0.09079999999999999,0.0,0.125,-1.0,0.0909,0.04545,0.0,0.6364,0.5682,0.27279999999999993,0.5455,0.46025,0.45466666666666655,0.4545,0.53975,-0.27279999999999993,0.0,0.0,0.0,0,0
8.0,46.0,8.0,46.0,-6.3034,2.8849,-4.85,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,8.0,15.0,-0.6363636363636364,46.0,71.0,-0.5208333333333333,8.0,15.0,-0.6363636363636364,46.0,71.0,-0.5208333333333333,-6.3034,-4.97025,0.7330840504797778,2.8849,2.6273,0.21741148668607835,-4.85,-5.025,-0.0673076923076924,4.0,4.045450000000001,-0.022220049377887574,4.0,4.5,-0.19999999999999996,1.0,0.95455,0.09998900010999878,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.26134999999999997,-0.08324165749908319,0.0,0.0,0.0,0.0,0.04545,-1.0,0.75,0.6932,0.17850408548082974,0.0,0.27275,-1.0,1.0,0.72725,1.2002200220022003,0.0,0.0,0.0,0,0
6.0,28.0,6.0,28.0,-6.5983,0.8544,-4.8,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.6667,0.3333,0.6667,0.0,6.0,7.0,-0.25,28.0,37.0,-0.3913043478260869,6.0,7.0,-0.25,28.0,37.0,-0.3913043478260869,-6.5983,-6.45085,0.046784275153092025,0.8544,1.86965,-0.7038372213941557,-4.8,-4.824999999999999,-0.010309278350515427,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.29164999999999996,0.33319999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.70835,-0.11106666666666676,0.3333,0.16665,0.0,0.6667,0.8333499999999999,-0.33330000000000004,0.0,0.0,0.0,0,0
2.0,4.0,2.0,4.0,-9.2332,0.0,-4.4,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,-0.6666666666666667,4.0,16.0,-0.8571428571428572,2.0,4.0,-0.6666666666666667,4.0,16.0,-0.8571428571428572,-9.2332,-7.91575,0.399330130488156,0.0,0.4272,-1.0,-4.4,-4.6,-0.08333333333333326,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.66665,2.0003000300030003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33335,-1.0,1.0,0.66665,2.0003000300030003,0.0,0.3333499999999999,-1.0,0.0,0.0,0.0,0,0
2.0,8.0,2.0,8.0,-6.1611,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,8.0,6.0,1.0,2.0,2.0,0.0,8.0,6.0,1.0,-6.1611,-7.697150000000001,-0.3327232162197288,0.0,0.0,0.0,-5.0,-4.7,0.13636363636363624,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,-1.0,1.0,0.49999999999999994,0.0,0.0,0.0,0.0,0,0
20.0,114.0,22.0,114.0,-3.2788,2.8797,-4.88,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.8,0.5,0.5,0.0,20.0,11.0,9.0,114.0,61.0,13.25,22.0,12.0,10.0,114.0,61.0,13.25,-3.2788,-4.71995,-0.4678223044586194,2.8797,1.43985,0.0,-4.88,-4.9399999999999995,-0.02400000000000002,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,-0.19999999999999996,0.5,0.25,0.0,0.5,0.75,-0.5,0.0,0.0,0.0,0,0
12.0,60.0,12.0,60.0,-4.5327,2.0018,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1667,0.8333,0.5,0.5,0.0,12.0,16.0,-0.4,60.0,87.0,-0.4736842105263158,12.0,17.0,-0.4545454545454546,60.0,87.0,-0.4736842105263158,-4.5327,-3.90575,0.3824264974990852,2.0018,2.44075,-0.3048581449456542,-5.0,-4.9399999999999995,0.024590163934426146,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,-1.0,0.0,0.0,0.0,0.1667,0.08335,0.0,0.8333,0.8166500000000001,0.04162500000000002,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0
10.0,34.0,10.0,34.0,-7.7762,7.1461,-4.76,4.0,4.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.6,0.6,0.4,0.0,10.0,11.0,-0.16666666666666663,34.0,47.0,-0.43333333333333335,10.0,11.0,-0.16666666666666663,34.0,47.0,-0.43333333333333335,-7.7762,-6.154450000000001,0.7155779116200056,7.1461,4.57395,2.569837146568089,-4.76,-4.88,-0.04800000000000004,4.0,4.0,0.0,4.0,4.0,0.0,0.8,0.9,-0.19999999999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.08335,-1.0,0.6,0.71665,-0.27997119884795396,0.6,0.55,0.19999999999999996,0.4,0.44999999999999996,-0.19999999999999996,0.0,0.0,0.0,0,0
18.0,98.0,22.0,90.0,-8.7375,3.2144,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.5556,0.1111,18.0,14.0,0.8,98.0,66.0,1.8823529411764706,22.0,16.0,1.2000000000000002,90.0,62.0,1.6470588235294117,-8.7375,-8.25685,0.12362079164630546,3.2144,5.18025,-0.5501882145505941,-5.0,-4.88,0.050420168067226934,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.9,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.6666666666666667,0.3333,0.46665,-0.4445,0.5556,0.47779999999999995,0.3889999999999998,0.1111,0.05555,0.0,0,0
2.0,10.0,2.0,10.0,-7.0111,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,-0.8888888888888888,10.0,54.0,-0.8979591836734694,2.0,12.0,-0.9090909090909091,10.0,50.0,-0.8888888888888888,-7.0111,-7.874300000000002,-0.19758512160228903,0.0,1.6071999999999995,-1.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16665,-1.0,1.0,0.7777999999999999,0.7998560115190785,0.0,0.05555,-1.0,0,0
8.0,30.0,8.0,30.0,-4.8557,4.0311,-4.85,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.5,0.75,0.25,0.0,8.0,5.0,3.0,30.0,20.0,2.0,8.0,5.0,3.0,30.0,20.0,2.0,-4.8557,-5.933400000000001,-0.3074267946541912,4.0311,2.0155499999999997,0.0,-4.85,-4.925,-0.030000000000000027,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.5,0.75,-0.5,0.75,0.375,0.0,0.25,0.625,-0.75,0.0,0.0,0.0,0,0
26.0,96.0,26.0,96.0,-3.2449,2.5411,-4.9308,4.0,4.0,0.9231,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3077,0.0769,0.2308,0.3846,0.5385,0.4615,0.0,26.0,17.0,2.25,96.0,63.0,2.2,26.0,17.0,2.25,96.0,63.0,2.2,-3.2449,-4.050300000000001,-0.331733838581461,2.5411,3.2861,-0.3696261566321848,-4.9308,-4.8904,0.016659793814433055,4.0,4.0,0.0,4.0,4.0,0.0,0.9231,0.96155,-0.07689999999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3077,0.27885,0.2307999999999999,0.0769,0.03845,0.0,0.2308,0.2404,-0.07679999999999998,0.3846,0.4423,-0.2308,0.5385,0.64425,-0.28200000000000003,0.4615,0.35574999999999996,0.8460000000000001,0.0,0.0,0.0,0,0
26.0,94.0,26.0,94.0,-5.2142,2.6554,-4.9077,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5385,0.1538,0.0,0.3077,0.6154,0.3846,0.0,26.0,26.0,0.0,94.0,95.0,-0.02083333333333337,26.0,26.0,0.0,94.0,95.0,-0.02083333333333337,-5.2142,-4.2295500000000015,0.6068908132762181,2.6554,2.5982499999999997,0.04498052024713717,-4.9077,-4.91925,-0.004684838160136207,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.96155,0.08330625067706632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5385,0.4231,0.7500812479688008,0.1538,0.11535,1.0,0.0,0.1154,-1.0,0.3077,0.34615000000000007,-0.1999479979199169,0.6154,0.57695,0.1428040854224697,0.3846,0.4230499999999999,-0.16663055254604553,0.0,0.0,0.0,0,0
30.0,194.0,30.0,144.0,-12.7332,6.8289,-5.0,4.0,4.0,1.0,1.0,0.0667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4667,0.4,0.1333,30.0,28.0,0.15384615384615374,194.0,144.0,1.0638297872340425,30.0,28.0,0.15384615384615374,144.0,119.0,0.5319148936170213,-12.7332,-8.973700000000001,1.442023704499252,6.8289,4.74215,1.5717029449423814,-5.0,-4.95385,0.018807180553008562,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0667,0.03335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26925,-1.0,0.0,0.0769,-1.0,0.0,0.0,0.0,1.0,0.65385,2.2499187520311996,0.4667,0.54105,-0.24163145921351958,0.4,0.3923,0.04004160166406656,0.1333,0.06665,0.0,0,0
6.0,36.0,6.0,36.0,-3.6844,2.4613,-5.8,4.0,4.0,1.0,1.0,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.6667,0.0,0.0,0.3333,0.6667,0.0,6.0,18.0,-0.8,36.0,115.0,-0.8144329896907216,6.0,18.0,-0.8,36.0,90.0,-0.75,-3.6844,-8.208800000000002,-0.710646184776804,2.4613,4.645099999999999,-0.6395759199871136,-5.8,-5.4,0.15999999999999992,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3333,0.19999999999999998,3.9970014992503753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.16665,0.0,0.6667,0.33335,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.3333,0.4,-0.2858367259481466,0.6667,0.5333499999999999,0.6667499999999997,0.0,0.06665,-1.0,0,0
6.0,22.0,6.0,22.0,-7.7701,4.1096,-4.8,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.6667,0.3333,0.6667,0.0,6.0,6.0,0.0,22.0,29.0,-0.38888888888888884,6.0,6.0,0.0,22.0,29.0,-0.38888888888888884,-7.7701,-5.7272500000000015,1.1089186841819565,4.1096,3.2854499999999995,0.6696867509039939,-4.8,-5.3,-0.1724137931034483,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.16665,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.33335,-1.0,0.0,0.0,0.0,0.6667,0.33335000000000004,0.0,0.3333,0.3333,0.0,0.6667,0.6667,0.0,0.0,0.0,0.0,0,0
30.0,148.0,30.0,148.0,-3.6895,4.7817,-5.6333,4.0,4.0,0.7333,1.0,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,0.0667,0.3333,0.0,0.6,0.2667,0.7333,0.0,30.0,18.0,4.0,148.0,85.0,5.7272727272727275,30.0,18.0,4.0,148.0,85.0,5.7272727272727275,-3.6895,-5.729800000000002,-0.5251669862678731,4.7817,4.445649999999999,0.16354389721627394,-5.6333,-5.21665,0.17360416666666678,4.0,4.0,0.0,4.0,4.0,0.0,0.7333,0.8666499999999999,-0.26670000000000005,1.0,1.0,0.0,0.3333,0.16665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0667,0.19999999999999998,-0.7998799879987999,0.3333,0.16665,0.0,0.0,0.0,0.0,0.6,0.6333500000000001,-0.10004499775011244,0.2667,0.3,-0.19981998199819984,0.7333,0.6999999999999998,0.0998950052497376,0.0,0.0,0.0,0,0
