article_count,num_mentions_sum,num_sources_sum,num_articles_sum,avg_tone,std_tone,avg_goldstein,avg_severity,max_severity,conflict_ratio,conflict_event_ratio,root_event_ratio,sig_amplifier,sig_precursor,sig_propagation,sig_response,sig_trigger,cat_economic,cat_geopolitical,cat_labor,cat_port,cat_trade_policy,prop_local,prop_regional,prop_global,article_count_r7,article_count_r14,article_count_wow,num_mentions_sum_r7,num_mentions_sum_r14,num_mentions_sum_wow,num_sources_sum_r7,num_sources_sum_r14,num_sources_sum_wow,num_articles_sum_r7,num_articles_sum_r14,num_articles_sum_wow,avg_tone_r7,avg_tone_r14,avg_tone_wow,std_tone_r7,std_tone_r14,std_tone_wow,avg_goldstein_r7,avg_goldstein_r14,avg_goldstein_wow,avg_severity_r7,avg_severity_r14,avg_severity_wow,max_severity_r7,max_severity_r14,max_severity_wow,conflict_ratio_r7,conflict_ratio_r14,conflict_ratio_wow,conflict_event_ratio_r7,conflict_event_ratio_r14,conflict_event_ratio_wow,root_event_ratio_r7,root_event_ratio_r14,root_event_ratio_wow,sig_amplifier_r7,sig_amplifier_r14,sig_amplifier_wow,sig_precursor_r7,sig_precursor_r14,sig_precursor_wow,sig_propagation_r7,sig_propagation_r14,sig_propagation_wow,sig_response_r7,sig_response_r14,sig_response_wow,sig_trigger_r7,sig_trigger_r14,sig_trigger_wow,cat_economic_r7,cat_economic_r14,cat_economic_wow,cat_geopolitical_r7,cat_geopolitical_r14,cat_geopolitical_wow,cat_labor_r7,cat_labor_r14,cat_labor_wow,cat_port_r7,cat_port_r14,cat_port_wow,cat_trade_policy_r7,cat_trade_policy_r14,cat_trade_policy_wow,prop_local_r7,prop_local_r14,prop_local_wow,prop_regional_r7,prop_regional_r14,prop_regional_wow,prop_global_r7,prop_global_r14,prop_global_wow,label,is_synthetic
13.531731934289576,42.126927737158304,13.531731934289576,42.126927737158304,-5.755706669908261,1.5845998256173757,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4486652866156916,0.5513347133843084,0.0,13.531731934289576,8.648798950717183,2.6756005246414087,42.126927737158304,31.063463868579152,1.1063463868579155,13.531731934289576,8.648798950717183,2.6756005246414087,42.126927737158304,31.063463868579152,1.1063463868579155,-5.755706669908261,-7.080624241448498,-0.6544575869772594,1.5845998256173757,0.7922999128086883,0.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.941466491786197,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4486652866156916,0.22433264330784586,0.0,0.5513347133843084,0.7756673566921543,-0.4486652866156916,0.0,0.0,0.0,1,1
3.7140166358943283,14.857950092317015,3.7140166358943283,14.857950092317015,-7.054610873996732,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.7140166358943283,10.856066543577313,-0.7809344423929553,14.857950092317015,87.13545748709403,-0.8841649897820454,3.7140166358943283,13.427091497418806,-0.8204886724520551,14.857950092317015,87.13545748709403,-0.8841649897820454,-7.054610873996732,-5.141024376153963,1.4737174411378915,0.0,1.1470423093725302,-1.0,-5.0,-5.077130748615245,-0.02978021182055777,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.9571495841026417,0.09522314643857384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08570083179471644,-0.8570083179471641,0.0,0.08570083179471642,-0.8570083179471641,0.0,0.0,0.0,1.0,0.8285983364105671,0.5713388786314428,0.0,0.12855124769207463,-0.8570083179471641,1.0,0.7857479205132091,0.8570083179471641,0.0,0.08570083179471642,-0.8570083179471641,1,1
2.4769787365650555,21.90791494626022,8.200723575345723,21.90791494626022,-5.122079530339837,0.0,-5.953957473130111,4.2384893682825275,4.2384893682825275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23848936828252776,0.7615106317174722,0.0,1.0,0.0,2.4769787365650555,3.0,-0.14226594757620825,21.90791494626022,22.09208505373978,1.2133617434901742,8.200723575345723,15.0,2.3932447725066357,21.90791494626022,22.09208505373978,1.2133617434901742,-5.122079530339837,-7.3931188394530745,-0.3761065404915057,0.0,0.0,0.0,-5.953957473130111,-7.29811171035316,-0.2907512959957043,4.2384893682825275,4.5,-0.0926797842728625,4.2384893682825275,4.5,-0.0926797842728625,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11924468414126388,-0.23848936828252776,0.23848936828252776,0.5,-0.7615106317174722,0.7615106317174722,0.380755315858736,0.0,0.0,0.11924468414126388,-0.23848936828252776,1.0,0.8807553158587361,0.0,0.0,0.0,0.0,1,1
6.290691620102434,27.7441497206146,6.290691620102434,27.7441497206146,-5.694595585929296,2.0314998632878436,-4.908372335195903,4.0,4.0,0.8472872253265045,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1527127746734956,0.0,0.0,0.8472872253265045,0.1527127746734956,0.8472872253265045,0.0,6.290691620102434,63.922343388988494,-0.8630073685715821,27.7441497206146,338.57687560422545,-0.9373425625561823,6.290691620102434,74.55798212266328,-0.8933900727963662,27.7441497206146,337.0497478574905,-0.937265965961926,-5.694595585929296,-4.599756731687443,0.9324326993227751,2.0314998632878436,2.4946038174802876,-0.5221911557052841,-4.908372335195903,-5.0310528689760305,-0.04771542355413358,4.0,4.0,0.0,4.0,4.0,0.0,0.8472872253265045,0.871372010139984,-0.05515931909520888,1.0,1.0,0.0,0.0,0.018688225800669016,-0.38178193668373894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1527127746734956,0.15285770913386368,0.985861829304234,0.0,0.08184626891068822,-1.0,0.0,0.008017420670358516,-0.38178193668373894,0.8472872253265045,0.7572786012850895,0.32547959708027974,0.1527127746734956,0.24651447359364922,-0.6234892143158393,0.8472872253265045,0.6809929149444143,0.6618199000962981,0.0,0.07249261146193661,-1.0,1,1
5.595509295508839,20.0,5.595509295508839,20.0,-12.087972888416232,0.0,-5.0,4.0,4.0,0.8988773238772098,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.299595812048274,0.700404187951726,0.0,5.595509295508839,5.0,0.37359665484651217,20.0,16.112349437350694,0.8609563203311634,5.595509295508839,5.0,0.37359665484651217,20.0,16.112349437350694,0.8609563203311634,-12.087972888416232,-6.219932626141855,46.98570565684941,0.0,0.24456519220296818,-0.10112267612279024,-5.0,-4.992415799290791,0.0031275054470966167,4.0,4.0,0.0,4.0,4.0,0.0,0.8988773238772098,0.9115176583925585,-0.10112267612279024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012640334515348779,-0.10112267612279024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9873596654846512,0.033707558707596744,0.299595812048274,0.3871575715087882,-0.400808375903452,0.700404187951726,0.6128424284912117,0.3333932584882584,0.0,0.0,0.0,1,1
3.831786387770005,14.504640836689985,3.831786387770005,14.504640836689985,-7.256185581307141,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.831786387770005,11.32714555108002,-0.7887857591846671,14.504640836689985,90.37412566367514,-0.8991092575389968,3.831786387770005,14.074825132735029,-0.8310577527485902,14.504640836689985,90.37412566367514,-0.8991092575389968,-7.256185581307141,-5.136608010458625,1.5986686405410284,0.0,1.1191455993969792,-1.0,-5.0,-5.08243038744965,-0.03182640442071431,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.9542053403057499,0.101765910431667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09158931938850029,-0.9158931938850026,0.0,0.09158931938850026,-0.9158931938850026,0.0,0.0,0.0,1.0,0.8168213612229994,0.6105954625900017,0.0,0.13738397908275038,-0.9158931938850026,1.0,0.7710267015287494,0.9158931938850026,0.0,0.09158931938850026,-0.9158931938850026,1,1
10.0,32.18643215957232,10.0,32.18643215957232,-4.1984297444662015,1.2853243822492648,-5.269127781686792,4.0,4.0,1.0,1.0,0.05980617370817601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.179418521124528,0.0,0.820581478875472,0.6,0.4,0.0,10.0,7.4951543427044,2.7540380477463335,32.18643215957232,29.681586502276723,0.2667953403772443,10.0,7.4951543427044,2.7540380477463335,32.18643215957232,29.681586502276723,0.2667953403772443,-4.1984297444662015,-2.3642525891722332,-1.645792568063909,1.2853243822492648,0.8803917316146319,0.509349246081299,-5.269127781686792,-5.104660803989308,0.0685279073739517,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.64951543427044,0.0,1.0,1.0,0.0,0.05980617370817601,0.029903086854088004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.049833494242337656,-0.29903086854088,0.179418521124528,0.089709260562264,0.0,0.0,0.0,0.0,0.820581478875472,0.8604572451953983,-0.11962131789388436,0.6,0.32492422289288236,0.7772649990327734,0.4,0.6750757771071175,-0.5760717888943887,0.0,0.0,0.0,1,1
11.272369936358064,42.25368784725936,11.272369936358064,42.25368784725936,-4.013618679836338,1.4743068198809324,-4.814552601272839,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3090480899788143,0.0,0.0,0.6909519100211856,0.15457040683908893,0.8454295931609112,0.0,11.272369936358064,12.345132942722259,-0.18097109857172047,42.25368784725936,43.70894797454323,-0.048508670909462356,11.272369936358064,12.345132942722259,-0.18097109857172047,42.25368784725936,43.70894797454323,-0.048508670909462356,-4.013618679836338,-5.143592378073537,-0.3602364094399662,1.4743068198809324,1.6822141132134683,-0.17852185887282981,-4.814552601272839,-4.907276300636419,-0.037089479745432294,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3090480899788143,0.15452404498940714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6909519100211856,0.8454759550105929,-0.30904808997881433,0.15457040683908893,0.27599209115569784,-0.5665967536939284,0.8454295931609112,0.7240079088443022,0.42499714496537927,0.0,0.0,0.0,1,1
7.643720118580712,28.080921304387836,7.643720118580712,28.080921304387836,-1.7034162492678586,4.257403888907103,-4.805465014822588,4.0,4.0,0.38360495553223284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32423091329370857,0.0,0.0,0.6757690867062914,0.32423091329370857,0.6757690867062914,0.0,7.643720118580712,55.42511952567715,-0.9251932321698405,28.080921304387836,276.09300296451784,-0.947243522895701,7.643720118580712,61.17813994070964,-0.9332676467874299,28.080921304387836,272.8055627273564,-0.9465056531644169,-1.7034162492678586,-3.081259872336741,-0.6308055507021164,4.257403888907103,3.7909132597719335,0.32389078225365464,-4.805465014822588,-4.993513855181425,-0.06954819191050265,4.0,4.0135831704791105,-0.006542165191624476,4.0,4.089069970354822,-0.035627988141928746,0.38360495553223284,0.6641272039923772,-0.5970294085595645,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32423091329370857,0.2548651610599718,1.02872388078343,0.0,0.05535054754747833,-1.0,0.0,0.015097359975142333,-0.17813994070964378,0.6757690867062914,0.6746869314174075,-0.0013552954330134925,0.32423091329370857,0.378483959527224,-0.2691579124004616,0.6757690867062914,0.6050788392869686,0.2582354161501246,0.0,0.016437201185807115,-0.8218600592903562,1,1
2.5875155456870074,17.062422271564962,2.5875155456870074,17.062422271564962,-2.984821189305033,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1468788864217519,0.8531211135782482,0.0,2.5875155456870074,4.8812733185305115,-0.6470828151437664,17.062422271564962,37.06242227156496,-0.7058343697124673,2.5875155456870074,4.8812733185305115,-0.6470828151437664,17.062422271564962,37.06242227156496,-0.7058343697124673,-2.984821189305033,-4.109965392398427,-0.5096989501198814,0.0,1.8783867334241806,-1.0,-5.0,-4.964749067258779,0.014811316277823734,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.9412484454312993,0.19583851522900253,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058751554568700765,-0.2937577728435038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9412484454312992,0.19583851522900253,0.1468788864217519,0.1321909977795767,0.07343944321087595,0.8531211135782482,0.8678090022204232,-0.04895962880725062,0.0,0.0,0.0,1,1
4.0,8.488092683851399,4.0,8.488092683851399,-2.3219352784369436,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4593256096790501,0.5406743903209499,0.0,4.0,15.674604877432401,-0.8524943553918916,8.488092683851399,79.3829292709123,-0.9438722515991161,4.0,16.8373024387162,-0.8649979737304226,8.488092683851399,79.3829292709123,-0.9438722515991161,-2.3219352784369436,-3.3001171082338256,-0.3873077370746636,0.0,1.4858950296878943,-1.0,-5.0,-5.030287670741724,-0.011922348232624905,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.9302949313447687,0.16220088063166824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10656835621841045,-1.0,0.0,0.04093072659527416,-1.0,0.0,0.06563762962313627,-0.9186512193581002,1.0,0.7868632875631792,0.7433013209475021,0.4593256096790501,0.504323775306419,-0.1961399900611654,0.5406743903209499,0.45469956553733853,0.44896362031222337,0.0,0.04093072659527414,-1.0,1,1
11.490973715488849,45.357403425363074,11.490973715488849,45.357403425363074,-4.199011757827622,1.7186224583245595,-4.816967542817038,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3050235898954055,0.0,0.0,0.6949764101045944,0.1525575530619985,0.8474424469380015,0.0,11.490973715488849,12.57581142957404,-0.16467255505047795,45.357403425363074,44.59386399859634,0.036359020322225113,11.490973715488849,12.57581142957404,-0.16467255505047795,45.357403425363074,44.59386399859634,0.036359020322225113,-4.199011757827622,-5.380257520686316,-0.3605022668966698,1.7186224583245595,1.8628610796541234,-0.12791268721967586,-4.816967542817038,-4.946660742746856,-0.049547837652977565,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.008483771408519192,-0.08483771408519192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3050235898954055,0.15251179494770276,0.0,0.0,0.025451314225557575,-0.08483771408519192,0.0,0.0,0.0,0.6949764101045944,0.8220368908267397,-0.1777670187676177,0.1525575530619985,0.29784936862810024,-0.644056105781618,0.8474424469380015,0.7021506313718998,0.5467192989560837,0.0,0.0,0.0,1,1
2.053441685995298,4.080162528992947,2.053441685995298,4.080162528992947,-6.629785155398747,0.021154891401238718,-7.461254777653409,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008907393013266374,0.9866395785011755,0.0,0.00445302848555823,0.9955469715144418,0.00445302848555823,0.0,2.053441685995298,34.37409180196708,-0.9694224874884679,4.080162528992947,151.13563582740008,-0.9863765887773305,2.053441685995298,34.37409180196708,-0.9694224874884679,4.080162528992947,151.13563582740008,-0.9863765887773305,-6.629785155398747,-5.347174573856687,0.634227425384898,0.021154891401238718,1.2287607434729413,-0.9947589705179767,-7.461254777653409,-6.558464579351577,0.31935874602348924,4.0,4.001018732139285,-0.0004906596697340712,4.0,4.006680210749412,-0.0026720842997648986,1.0,0.9997735408555949,0.00046881098106837243,1.0,1.0,0.0,0.0,0.044842768842878446,-0.9866395785011755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008907393013266374,0.06503632795868475,-0.9248955057903343,0.9866395785011755,0.7329341413680829,1.0351476454232165,0.0,0.031027474950611,-1.0,0.00445302848555823,0.1709527237436963,-0.9930864330297187,0.9955469715144418,0.6804278847120707,1.7316530687974523,0.00445302848555823,0.31957211528792934,-0.9912428151709769,0.0,0.0,0.0,1,1
7.742707957561203,33.98833273209792,22.760208859414316,33.98833273209792,-8.982082891898546,0.6717037971435091,-7.502916816975519,4.625729204243879,4.625729204243879,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6257292042438797,0.3742707957561203,0.16041246306107315,0.8395875369389268,0.0,7.742707957561203,5.245624774536722,1.5614061936341805,33.98833273209792,21.988332732097923,4.2035001803706225,22.760208859414316,12.754375225463278,9.070156644560736,33.98833273209792,21.988332732097923,4.2035001803706225,-8.982082891898546,-8.38198007746674,0.238538221019648,0.6717037971435091,0.33585189857175474,0.0,-7.502916816975519,-7.033619913792609,0.1251458408487759,4.625729204243879,4.31286460212194,0.15643230106096992,4.625729204243879,4.31286460212194,0.15643230106096992,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31286460212193984,-0.6257292042438797,0.6257292042438797,0.31286460212193984,0.0,0.3742707957561203,0.3742707957561203,0.0,0.16041246306107315,0.3930708336524764,-0.6257292042438797,0.8395875369389268,0.6069291663475236,-0.16041246306107315,0.0,0.0,0.0,1,1
3.2587157058662184,14.069725646929745,3.2587157058662184,14.069725646929745,-8.54193465859949,0.0,-5.926605367667227,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3706421470668909,0.0,0.6293578529331091,0.3706421470668909,0.6293578529331091,0.0,3.2587157058662184,84.34862823464873,-0.9775298866977605,14.069725646929745,449.5743379961599,-0.9847744740750328,3.2587157058662184,84.34862823464873,-0.9775298866977605,14.069725646929745,442.0220437609626,-0.9845714903347301,-8.54193465859949,-6.428119542630405,0.9682887795799118,0.0,1.8131069334481176,-1.0,-5.926605367667227,-5.618297439485821,0.10777101316889984,4.0,4.0028006424455524,-0.0013972124251301768,4.0,4.314678926466555,-0.1258715705866218,1.0,0.9494310965168248,0.12050256995871624,1.0,1.0,0.0,0.0,0.030880365704598532,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09269725049958859,-1.0,0.3706421470668909,0.31449959579077913,-0.23547411908644622,0.0,0.02526513717653512,-1.0,0.6293578529331091,0.5674880165330971,0.03666258101319242,0.3706421470668909,0.34260758516170087,0.019367841218072,0.6293578529331091,0.6489590196089955,-0.08457039573365943,0.0,0.008433395229303663,-0.6293578529331091,1,1
2.0,20.0,2.0,20.0,0.13658051410819638,0.0,-5.0,4.0,4.0,0.18720043274249742,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.625599134515005,-0.7031998918143756,20.0,25.625599134515006,-0.3582856756479913,2.0,6.872004327424975,-0.7834286487040174,20.0,25.625599134515006,-0.3582856756479913,0.13658051410819638,-1.4225928117292774,-1.5710260702764476,0.0,1.9657557534122698,-0.8127995672575026,-5.0,-5.313440897940682,-0.05806206138389042,4.0,4.093600216371248,-0.03744008654849948,4.0,4.093600216371248,-0.03744008654849948,0.18720043274249742,0.2888003786496852,-0.8127995672575026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10159994590718781,-0.8127995672575026,0.0,0.0,0.0,0.0,0.09360021637124871,-0.18720043274249742,1.0,0.8047998377215633,0.27093318908583414,0.0,0.10159994590718782,-0.8127995672575026,1.0,0.898400054092812,0.27093318908583414,0.0,0.0,0.0,1,1
10.105502845232282,28.844022761858263,10.105502845232282,28.844022761858263,-1.972688727507454,0.0838747619596647,-4.989449715476772,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01758204915795991,0.0,0.0,0.9824179508420401,0.577142808580426,0.42285719141957406,0.0,10.105502845232282,6.369259958312989,3.781458392018844,28.844022761858263,25.055028452322826,0.3788994309535434,10.105502845232282,6.369259958312989,3.781458392018844,28.844022761858263,25.055028452322826,0.3788994309535434,-1.972688727507454,-0.7007009652411442,-2.8157575643250943,0.0838747619596647,0.08927387006442666,-0.0060167249175483994,-4.989449715476772,-4.994724857738386,-0.002110056904645656,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.5263757113080707,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01758204915795991,0.008791024578979956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824179508420401,0.99120897542102,-0.01758204915795991,0.577142808580426,0.29987603415685204,-0.03223424541102993,0.42285719141957406,0.7001239658431477,-0.5441706417345376,0.0,0.0,0.0,1,1
10.0,27.888008510582967,10.0,27.888008510582967,-1.8984212422532716,0.02280986660701423,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6027997872354258,0.3972002127645742,0.0,10.0,6.027997872354258,3.9533368794095693,27.888008510582967,23.944004255291482,0.3944004255291483,10.0,6.027997872354258,3.9533368794095693,27.888008510582967,23.944004255291482,0.3944004255291483,-1.8984212422532716,-0.5745547044746768,-2.9203121681610593,0.02280986660701423,0.011404933303507114,0.0,-5.0,-5.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,0.5069994680885646,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6027997872354258,0.30373281633163146,0.019601870728671367,0.3972002127645742,0.6962671836683683,-0.6014001035912568,0.0,0.0,0.0,1,1
8.027025482071533,20.0,8.027025482071533,20.0,-4.335419356246586,1.2275544150609194,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6027025482071533,0.3972974517928467,0.0,8.027025482071533,6.766890926294709,0.37894121613543197,20.0,20.98648725896423,-0.07046337564030239,8.027025482071533,9.726352703187409,0.2732461526749783,20.0,20.98648725896423,-0.07046337564030239,-4.335419356246586,-8.581183548474753,-0.6629091695286942,1.2275544150609194,0.6137772075304591,0.0,-5.0,-5.493243629482117,-0.10960969544047039,4.0,4.123310907370529,-0.04932436294821166,4.0,4.123310907370529,-0.04932436294821166,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12331090737052919,-0.24662181474105838,1.0,0.8766890926294708,0.0,0.6027025482071533,0.4269017486769793,1.0549102882098655,0.3972974517928467,0.5730982513230207,-0.5273760297890326,0.0,0.0,0.0,1,1
8.237404144690842,34.96976994725802,8.237404144690842,34.96976994725802,-4.048733234045927,0.991747259005844,-4.875251917106183,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20789268014254578,0.0,0.0,0.7921073198574542,0.10397752709199633,0.8960224729080037,0.0,8.237404144690842,9.613663730221758,-0.3399454971828607,34.96976994725802,42.49496165787634,-0.2508397236872772,8.237404144690842,9.613663730221758,-0.3399454971828607,34.96976994725802,42.49496165787634,-0.2508397236872772,-4.048733234045927,-5.163790075417082,-0.3551896736183532,0.991747259005844,1.639937039735544,-0.4474022070508475,-4.875251917106183,-4.937625958553092,-0.024949616578763392,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20789268014254578,0.10394634007127289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921073198574542,0.8960536599287271,-0.2078926801425458,0.10397752709199633,0.18565633436672294,-0.38114235779153793,0.8960224729080037,0.8143436656332771,0.28589011996754143,0.0,0.0,0.0,1,1
3.8329985666026625,9.002008600384025,3.8329985666026625,9.002008600384025,-1.9886004580878116,0.0,-5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4582496416506656,0.5417503583493344,0.0,3.8329985666026625,14.914490682917306,-0.8273211726076184,9.002008600384025,73.49096129827188,-0.8908161291294503,3.8329985666026625,16.83299856660266,-0.8718357586527747,9.002008600384025,73.49096129827188,-0.8908161291294503,-1.9886004580878116,-3.4608804709003937,-0.5873106600637061,0.0,1.3948202592562953,-0.9164992833013312,-5.0,-5.189913915479871,-0.04618567997356894,4.0,4.041750358349335,-0.01670014333973375,4.0,4.041750358349335,-0.01670014333973375,1.0,0.9345161262081199,0.1528033456816711,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09820289820573766,-0.9164992833013312,0.0,0.03271902441385753,-0.9164992833013312,0.0,0.1072342321412145,-1.0,1.0,0.7618438452391904,0.687454660173172,0.4582496416506656,0.4909686660645229,-0.11452231156407959,0.5417503583493344,0.47626648455745413,0.3667537036789702,0.0,0.03271902441385752,-0.9164992833013312,1,1
